,scanorama_full
NMI_cluster/label,0.545337024767031
ARI_cluster/label,0.19358673536242185
ASW_label,0.6446840465068817
ASW_label/batch,0.8277981863184869
PCR_batch,0.2835989711989581
cell_cycle_conservation,0.5899592675373353
isolated_label_F1,0.0
isolated_label_silhouette,0.5568176135420799
graph_conn,0.8453867796895238
kBET,0.8430838070609542
iLISI,0.12138310871213398
cLISI,0.9999999999999998
hvg_overlap,0.24482698730794925
trajectory,
