,scanorama_full
NMI_cluster/label,0.4844837335188123
ARI_cluster/label,0.1218944122362145
ASW_label,0.6266719102859497
ASW_label/batch,0.8142415473248807
PCR_batch,0.8592676125274782
cell_cycle_conservation,0.7632715747914306
isolated_label_F1,0.0
isolated_label_silhouette,0.5691148787736893
graph_conn,0.8039095062498418
kBET,0.6308888394069335
iLISI,0.22295084427590683
cLISI,0.9999999999999997
hvg_overlap,0.03740814963259853
trajectory,
