,scanorama_full
NMI_cluster/label,0.4881789586935871
ARI_cluster/label,0.11690462547677805
ASW_label,0.631999060511589
ASW_label/batch,0.7775718903193469
PCR_batch,0.39784929333630975
cell_cycle_conservation,0.6260469942614658
isolated_label_F1,0.0
isolated_label_silhouette,0.5690129324793816
graph_conn,0.8661143586293757
kBET,0.7300733791186756
iLISI,0.0876653667875632
cLISI,0.9999999999999998
hvg_overlap,0.03402004008016032
trajectory,
