,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory,NMI_cluster.label,ARI_cluster.label,ASW_label.batch
/retinal_250_batch.merged_cell.type/metrics/unscaled/hvg/scanorama_embed,0.5943424352212932,0.4383374646254148,0.5291864245797963,0.8879610966958306,0.1707882709970307,0.3716423065448866,0.5382262996941897,0.5282221450840645,0.3148170078131354,1.887379141862766e-14,0.037247778084819,1.0,,,,,
/retinal_250_batch.merged_cell.type/metrics/scaled/hvg/scanorama_embed,0.6784596859312237,0.6003499995305754,0.5001579045922365,0.8911566271082549,0.8484118625796735,0.5251199229158634,0.5382262996941897,0.4438226842540714,0.3789836424214058,5.8016813575534336e-11,0.0520715614752121,0.9999602506667176,,,,,
/retinal_250_batch.merged_cell.type/metrics/unscaled/hvg/scanorama_full,0.5275811278267254,0.1606181494988132,0.5197039544582367,0.7541522142758263,0.3939317295492501,0.6624430748887891,0.4769647696476965,0.4187578409910202,0.0179549204400735,1.230666679674641e-10,0.0291654657435311,1.0,0.2917204225748855,,,,
/retinal_250_batch.merged_cell.type/metrics/scaled/hvg/scanorama_full,0.3409186578178987,0.0820054739976524,0.34971883893013,0.6793002907813399,0.6707393020684322,0.602019597155966,0.2426470588235293,0.395783968269825,0.173814048875123,1.0125233984581428e-12,0.0445888547436825,0.9980483677145022,0.2665631388349411,,,,
/retinal_250_batch.merged_cell.type/metrics/unscaled/hvg/combat_full,0.7770820238517832,0.8208153914060019,0.5677425712347031,0.8863897058793799,0.9986698518500434,0.9295214971025264,0.8934240362811792,0.6195811107754707,0.8812736832392155,4.218847493575595e-15,0.0533931798310522,0.9999167569741736,0.48493077324965,,,,
/retinal_250_batch.merged_cell.type/metrics/scaled/hvg/combat_full,0.776504307740557,0.8163289148428368,0.5673107504844666,0.8824475245886755,1.0,0.798950318927537,0.8598130841121496,0.6324962228536606,0.8790046224922431,7.771561172376096e-15,0.0539173064605291,0.9998566139592692,0.2495580918044018,,,,
/retinal_250_batch.merged_cell.type/metrics/unscaled/hvg/bbknn_knn,0.6900258433469966,0.7547509990935074,,,,,0.0575594781273983,,0.997475073945662,5.049409779189773e-09,0.2121704293216393,0.9862479284398192,,,,,
/retinal_250_batch.merged_cell.type/metrics/scaled/hvg/bbknn_knn,0.6129443637135742,0.6958974206654397,,,,,0.0518184744126166,,0.998584361402978,1.4383605417833678e-11,0.0992979947168004,0.976920038765516,,,,,
/retinal_250_batch.merged_cell.type/metrics/unscaled/hvg/scgen_full,0.9565407571434652,0.9801803597257632,0.7304914146661758,0.6860993469707133,0.6631130928526606,0.4497812942778687,0.9789915966386554,0.5155409155413508,0.9940192481034972,0.0062889071042213,0.0573147458194663,1.0,0.4338572393386807,,,,
/retinal_250_batch.merged_cell.type/metrics/scaled/hvg/scgen_full,0.2443419335402961,0.100811948284188,0.4995280472794547,0.7156657256162929,0.94891369351194,0.4873141266577707,0.6611111111111112,0.5390134677290916,0.7636923284209082,6.082975234633634e-10,0.079112602348125,0.9929032035346296,0.3093188987851828,,,,
