,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory,NMI_cluster.label,ARI_cluster.label,ASW_label.batch
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/scanorama_embed,0.6951013757538347,0.5769104818142107,0.5436039212406582,0.8767328529571272,0.1830279445987679,0.778536992388599,0.5637982195845697,0.5342120800889262,0.7698035485819706,0.0229530273016848,0.124450859569912,1.0,,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/scanorama_embed,0.733855564781107,0.7683484246839042,0.5660839146743987,0.90941402102115,0.9162104266196246,0.8817661945197686,0.5525525525525525,0.5530814499460263,0.8829954326747962,0.0144585024011919,0.185767463803225,0.9994222032012424,,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/scanorama_full,0.7004004312967445,0.5748704063464687,0.5595263428986073,0.8353837356692284,0.181201801929684,0.9181389969767584,0.5637982195845697,0.5510705374181271,0.7685270030681579,0.3619315834000201,0.1334027841362414,1.0,0.3672513630563224,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/scanorama_full,0.6788578924314763,0.6220581854506183,0.5982560217380524,0.857475536549634,0.8793753329443723,0.7298099287719194,0.5421686746987951,0.5639336556196213,0.8636207800826546,0.3585106821112844,0.198143969493248,0.9995655246884182,0.30871235554554,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/seurat_full,0.7718095548467614,0.8286480927348583,0.596142902970314,0.8366162499962307,0.8482497812031333,0.8339853320778562,0.832271762208068,0.4995230257045477,0.8687429192500754,0.3884717396133165,0.3236631121221921,0.9995541694925758,0.4517916421866491,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/seurat_full,0.7406650505377753,0.7956878582783893,0.5819736048579216,0.8402089614067596,0.9221935735444778,0.8120493765014909,0.2383275261324041,0.4739765841513872,0.8549994991690483,0.6083651523436857,0.3158138953906362,0.998629347504296,0.3161935472909227,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/combat_full,0.6851520864580103,0.6288968086875109,0.568156473338604,0.883825546775633,0.9999985403461952,0.9345298863635976,0.8934240362811792,0.6004598289728165,0.8898010966586919,0.0175644176383255,0.080113505131336,0.9993077402049464,0.543671589497603,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/combat_full,0.6923176308538387,0.6341239823322986,0.569325640797615,0.8776114633268783,1.0,0.8465841970139611,0.8723897911832946,0.613393984735012,0.8889953001531826,0.0204952367805933,0.083548091321582,0.998949177771324,0.2638221556902292,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/bbknn_knn,0.6613328418117844,0.6161262859647895,,,,,0.1186440677966101,,0.8980680498975526,0.3487911626881556,0.407884118391808,0.8804417446087429,,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/bbknn_knn,0.5711684148769818,0.4720670837336208,,,,,0.070108349267049,,0.9483006263268312,0.4396243041112889,0.4170406004977508,0.7242509809715474,,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/scgen_full,0.8590301600296711,0.874918166974324,0.6344108283519745,0.788717986343154,0.6927182863798402,0.4953128312618674,0.9140271493212668,0.6634773761034012,0.9844041194722798,0.0276730120270294,0.2411216215231721,1.0,0.5032036406592747,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/scgen_full,0.7351722239949485,0.7544881529206666,0.5137046258896589,0.8355636818366531,0.908377297499184,0.6165955515073197,0.9292035398230089,0.7052197754383087,0.9294494648622128,0.0381875357973292,0.2729886005589678,0.9985404965107654,0.3875600089067023,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/harmony_embed,0.6611005698355249,0.5818355942606559,0.5596695104241428,0.8441521898176702,0.6670509187312211,0.8326295040637297,0.5744125326370757,0.6025321538604579,0.8843168308956252,0.1370939252840778,0.1653246244747918,0.9993548569970288,,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/harmony_embed,0.6532863130680449,0.6354357758617916,0.5649386301064588,0.9045631377327789,0.9611776619164938,0.8144238035201185,0.731234866828087,0.5625786603144202,0.8671758014508355,0.1590790084647202,0.2985164262857556,0.993817925069243,,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/saucie_full,0.5602392960804464,0.3727211647891232,0.499157176760491,0.7351416311849422,0.1527851059610754,0.577050727492987,0.1252446183953033,0.4835644457489252,0.464309737221477,0.0083691860572653,0.1478609380513124,0.99642116957241,0.5112381442939427,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/saucie_full,0.485788746618762,0.3201615923223748,0.5666081607341766,0.7811094015077505,0.9183933038456364,0.6835367895213383,0.1026737967914438,0.501415207865648,0.4884555647883426,0.0275422062921409,0.3271742785058875,0.982418134058731,0.2356640992829031,,,,
/retinal_250_dataset_cell.type/metrics/unscaled/hvg/saucie_embed,0.5638787450079129,0.3681749232608372,0.4991484738420695,0.7356023609390927,0.1527849163535993,0.5770508455494556,0.100271002710027,0.4835922848433256,0.4641619583666918,0.0083487276373893,0.1483771152647195,0.9962718485556326,,,,,
/retinal_250_dataset_cell.type/metrics/scaled/hvg/saucie_embed,0.4740966690471496,0.2913061748049628,0.5665976032614708,0.7812535557191699,0.9183932936009994,0.6835369529213053,0.1017441860465116,0.5014277818845585,0.4884555647883426,0.0276455518856589,0.3279934369364246,0.9831110871327676,,,,,
