,NMI_cluster/label,ARI_cluster/label,ASW_label,ASW_label/batch,PCR_batch,cell_cycle_conservation,isolated_label_F1,isolated_label_silhouette,graph_conn,kBET,iLISI,cLISI,hvg_overlap,trajectory,NMI_cluster.label,ARI_cluster.label,ASW_label.batch
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/scanorama_embed,0.6695668045656705,0.5464612741325432,0.5451421424527769,0.8855504786624313,0.1979529168755099,0.6717754644033922,0.6185852981969487,0.5357442188212139,0.8391697570128741,0.032531678954948,0.1055470498212491,1.0,,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/scanorama_embed,0.7265336482646712,0.764422422889844,0.5747729732843528,0.9171374659305318,0.9208312798491388,0.8896244450390891,0.6177285318559557,0.5594537220828559,0.702051279660083,0.0351374563585665,0.1562426471490505,0.9996135159161804,,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/scanorama_full,0.6830829400341474,0.5545862906144738,0.5602796822786331,0.8550901735542396,0.2018900068517115,0.7913210929910688,0.6177285318559557,0.5487072467803955,0.7896151708290229,0.3983095046073501,0.1145422003937697,1.0,0.4114201897771446,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/scanorama_full,0.6608591025958627,0.5448974427150239,0.6038670837879181,0.8701371800140744,0.8395548264103061,0.8325450778846009,0.6106442577030812,0.585207886993885,0.6798577765641882,0.4023828689421053,0.1824669404246872,0.9998571801894084,0.3279955716877754,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/seurat_full,0.7995601675402259,0.8539092512061878,0.6330603361129761,0.8465803643991027,0.8653634254383334,0.735980729794721,0.8818565400843882,0.5654477924108505,0.8109719156429591,0.430459798066105,0.2686913770932491,1.0,0.4413016125960086,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/seurat_full,0.7289984415520973,0.7728113558375685,0.6072748079895973,0.8554131850439544,0.9111563163954804,0.8342776546345902,0.7938751472320377,0.5039621819742024,0.8109801846233353,0.6144343380816002,0.2780022071645676,0.9990277741945618,0.313281018082573,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/combat_full,0.6718445613488453,0.5834239851246863,0.5742777287960052,0.8895182361911996,0.9999985877288282,0.903634491215874,0.9001097694840833,0.6011744365096092,0.8017000750699442,0.0322149295298564,0.0513586941036629,0.9996821573398093,0.5470718912166145,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/combat_full,0.6717579154296519,0.5911507061259906,0.580398790538311,0.8830480189458144,1.0,0.8734993202473972,0.8976897689768978,0.6251653730869293,0.803819583520259,0.0331804803126926,0.0508676546410914,1.0,0.2539476561333287,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/bbknn_knn,0.701564208810552,0.7424835007138254,,,,,0.2865716429107277,,0.947501444022556,0.4721108242076659,0.3660268008391295,0.8291214396558593,,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/bbknn_knn,0.5905655795415942,0.5690958616315167,,,,,0.1065487471046536,,0.9434630130826156,0.5807603294969848,0.4158327975482697,0.7455022488755623,,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/scgen_full,0.852355468874502,0.8776663396863911,0.6417786777019501,0.8076646987803117,0.722089552056352,0.5784102347550015,0.9006622516556292,0.6510021239519119,0.9044818245454948,0.011183921912114,0.2072398591572815,1.0,0.5042114304467927,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/scgen_full,0.7050854976159412,0.7496276293691766,0.5194408521056175,0.8644656765190941,0.9189305272055718,0.6389663774332424,0.9255663430420712,0.7192944437265396,0.8468515836588282,0.0257823099612255,0.2664041637234224,0.9988670107308942,0.3837509914966032,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/harmony_embed,0.6932073737715534,0.5882417643956224,0.5779512462573654,0.858507729935799,0.7933229277596144,0.7906470646604719,0.6946564885496184,0.6095083303934272,0.8875419665420862,0.1553103187637968,0.1544759792284252,0.9997244663428634,,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/harmony_embed,0.6553316951231811,0.6551556819713924,0.5763311597140502,0.906971410894324,0.9499579890985992,0.8018995546168362,0.7017114914425429,0.5642606767362177,0.7939726903419255,0.1731114318752983,0.2501913116647337,0.9967334019963804,,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/saucie_full,0.5357384208623195,0.2925935475885678,0.5002706593659241,0.766682128513045,0.2048691176223496,0.4697263192196125,0.2843691148775894,0.5251342784613371,0.2242760332776849,0.07271764482491,0.1431165320099049,0.9959468724946614,0.5039431831087432,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/saucie_full,0.5053043958745727,0.284269817765729,0.574463315308094,0.7930975032638592,0.9304316905829738,0.6842488284598454,0.1472972972972973,0.4915447076782584,0.4505152940745712,0.105710715347158,0.3088604778926386,0.9905303848343908,0.2577808790271305,,,,
/retinal_500_dataset_cell.type/metrics/unscaled/hvg/saucie_embed,0.5513251090995956,0.2951546318296188,0.5002944529405795,0.7672917065851395,0.2048690486597843,0.4697260676666851,0.314096499526963,0.5251847803592682,0.2279055500610334,0.0691207524398221,0.1431834199988675,0.9958135075213588,,,,,
/retinal_500_dataset_cell.type/metrics/scaled/hvg/saucie_embed,0.503319448159716,0.2956900621143815,0.5744512751698494,0.7932314456728526,0.9304317570117971,0.6842481343335342,0.1336278299282164,0.4915529396384954,0.4520621895300063,0.1056904651267541,0.3076307198771198,0.9907959810575954,,,,,
